group,tumor_variability,normal_variability,variability
FMNL2,4.009623958284949,3.8784775255653163,15.551236408176417
HAUS4,4.113875554496593,3.779354421228792,15.547793765271747
MAP2K2,3.9539019088345277,3.9317821185507524,15.545880823659283
RIOX2,3.991550506512583,3.8926436327542184,15.537683663993082
PDZD2,3.96312618578908,3.917169819639927,15.524238286397683
RXRA,3.959237218221515,3.9182565299462127,15.513307083902529
ZNF713,4.101557730386013,3.7810977761286715,15.508390813025914
SNRNP200,4.040255646576965,3.831059542192815,15.47845994771708
THOP1,4.047579330401292,3.8212830795661366,15.46694640846409
IBA57,3.855992511481261,4.006485501648849,15.448978091716207
AP2M1,4.124375872718589,3.7452958822549767,15.447007972964705
CHD2,4.005343242716513,3.8512879429444276,15.425730138028044
JPT1,3.7787782259297655,4.080605180077846,15.419702003094375
LINC00652,3.866204849403292,3.985426427939421,15.40847498263943
PLPPR2,3.7450657526651283,4.106546940965749,15.379288310322572
METAP1,3.8874218768684825,3.9543916762310256,15.372388711887119
MALSU1,4.061387701170945,3.7790318675816916,15.34811354932935
SRRM2,3.9977954935952114,3.8360482078218054,15.335736238444001
APOLD1,3.773443266906389,4.060736855808831,15.322960147230454
DHRS7,3.8838278879245687,3.939163690290815,15.299033795451326
FLRT3,3.6343647230414122,4.20574717991205,15.285219184703259
PPARA,3.900542802932977,3.9172377794608195,15.279353628053057
TUBA1C,4.006734905802285,3.8079872546385314,15.257595454010419
EWSAT1,3.8696283578904556,3.9391607732576124,15.243088234487352
SEMA4G,3.918869076523812,3.8890016960809284,15.240488485320206
ANAPC5,3.9230825811032077,3.879425238240451,15.219305576833275
ANKS6,3.9722792620966425,3.831055503877298,15.218022329992994
TRA2B,4.06919559540532,3.7339646434020057,15.194232480330639
STS,3.8181785521904263,3.976636503912503,15.183508209096239
TMEM120A,4.03510180207067,3.7623549485536882,15.181485232938492
FKBP9,3.8457335586047265,3.9418117697369293,15.159157804580396
HIBCH,3.830009882916489,3.9527339052400623,15.139009921608526
KATNA1,3.968844176395897,3.8097009842255227,15.120109565053182
ST3GAL2,3.8255134179720693,3.951266042744771,15.11562126449752
OSGIN1,3.6665484858528785,4.122532474980703,15.115465204019818
TMEM45B,3.8498974105572756,3.9240806617061543,15.107307978320405
GTF3C3,4.019694193748721,3.758109158121804,15.10644956237611
TEX12,4.15448024397036,3.6349567121939916,15.101355848497391
SPTLC1,3.854636730890085,3.9172225748109395,15.099470019938082
SPECC1L,4.02914485392487,3.741838964496088,15.076411208014976
GALNT7,3.867285867190142,3.898142488795563,15.075231355212487
PREB,4.2864519222643365,3.516614517122158,15.073799056780945
TMEM101,3.9571842660373084,3.807862688117807,15.068414316650315
FHAD1,3.8831805808540474,3.8784683032179226,15.060792798513784
LIMK1,4.057341192985007,3.7094207602449805,15.05038565265572
HK1,3.999765110234093,3.7554986474074132,15.0211124614315
DYRK1A,3.9614162987040142,3.791536999391206,15.019856466527635
TES,4.001454357743791,3.749506962423051,15.003480974178402
KDM4B,3.7929308038567693,3.9519952904825053,14.989644673967975
GUSBP11,3.988838510900269,3.757449337711485,14.987858621020282
VANGL2,3.710657635531578,4.036475561899547,14.97797886439917
MCM5,3.5298323572611445,4.241892736246032,14.973170236432258
CUL7,3.926639704505036,3.8127939017187105,14.97146791958336
IQGAP2,3.916733220103922,3.8206709082534003,14.964548669440717
PTK2B,3.965207846296288,3.770238326104389,14.949778593076106
ALS2CL,3.96399269530518,3.763381919440983,14.918018438307644
EHD1,3.8416525903671457,3.8725852082135965,14.877126996551254
BIRC5,3.8222882519907433,3.8921924390247367,14.877081434171448
CELSR1,4.012134640327418,3.7072480978378475,14.873978513623157
GSAP,4.045462189215558,3.6758793109819328,14.870630764697145
POMGNT1,3.9760758391924895,3.738829239544008,14.86586860621736
PATL2,3.9399822584877082,3.773039226369821,14.865707612475282
PFKP,4.024282738950606,3.6830025172224437,14.821443457569911
ABR,3.8923551179584046,3.8025378706494295,14.800827742052961
SYNJ2BP-COX16,4.086984100754211,3.6201158573913643,14.795355952046705
GPER1,3.570575655665237,4.142114511777719,14.789733238731223
RRAD,3.6981275884644127,3.9990486101902167,14.788991992954708
MAP3K11,3.841870318540149,3.8442034510097285,14.768931136863886
XXYLT1,4.119055859887359,3.585022215202268,14.766906763355262
SLC41A3,3.89230301395453,3.7890428036743664,14.74810272474446
YTHDF1,3.776823671800485,3.9034394717726926,14.742602598431485
C16orf70,3.898784605846932,3.7808611241869343,14.740763147825145
PLXNC1,3.7766583147145605,3.900340982606533,14.73025520218292
EML4,3.976517559735342,3.6974621861807027,14.70302330980499
USP6NL,3.8436677167758257,3.8221854464523286,14.691210808059212
PSMB5,3.9998280580882595,3.6714861005280577,14.685313119773177
GRTP1,3.809517638535244,3.8542759291653743,14.682932135937309
PLEKHN1,3.8243980922510437,3.834496412722511,14.664640765559442
STPG4,4.045742222945685,3.624429420403494,14.663507140212971
CHMP3,3.8930342766403463,3.760083613236991,14.638134389365288
GCNT1,3.9656308604847514,3.6910825290717515,14.637470785883043
MRPL19,3.73164597326216,3.920064710601756,14.628293692244139
DCP1B,3.8061147864215434,3.8431909968697484,14.6276260802281
MRPL22,3.9278277205561656,3.7225859814886926,14.621676410245067
SERPINH1,3.826762057102074,3.8207532109629634,14.621113417263985
NOTCH2NLA,3.788497735223267,3.8579145750885018,14.615700630407622
SGMS2,3.874627337981602,3.7714697131205357,14.613039654826459
BRCA2,3.8556592516876838,3.7896426972124013,14.611570926097663
ENDOU,3.874457544322467,3.7658944575998223,14.590798192369798
CRADD,3.7091896972641325,3.932827652560757,14.587603809993844
TTYH3,3.608699171153507,4.042032637151186,14.58647982746291
POLN,3.836892828877197,3.793914859680797,14.556844718479885
PTPRE,3.783571796235497,3.8466732394131316,14.55416437797736
RUNX2,3.9574391391263175,3.676385450957245,14.549071674132758
MRPS22,4.024415725790423,3.612368707152274,14.53767343241683
SLC24A1,3.8171739279953623,3.80772475050761,14.534747642620294
ZBTB20,4.033958150148589,3.599271821644849,14.519311899524396
LPP,3.9450943360103707,3.67759783965917,14.508470407363369
TNS3,3.800087804019676,3.81734888625547,14.506260946347505
KIDINS220,3.584672050575822,4.045837432429139,14.503000365202181
AKNAD1,3.7120053391141354,3.9046498433696804,14.494081065959426
BNIP1,3.780518700497324,3.833494561168073,14.492597876750683
PEX14,3.9318865579221822,3.6841435074677245,14.485634334468626
CLPB,3.8416070979270223,3.768577515455516,14.477394132462093
OLA1,3.7143651904747257,3.895928588919264,14.470901535257031
ZMIZ1,3.9146061492847686,3.6961998628990473,14.469166712290129
MICU1,3.73265939165612,3.875339724235591,14.465323217526016
SUSD3,3.8298304767208444,3.776884689375809,14.464828090431812
ARPP19,3.7756919422237933,3.8250872509664413,14.442351111776953
SDF4,3.7773805147901753,3.82190580318491,14.436792510314174
RFC1,3.9060203134258407,3.6948186127076674,14.432036555660034
SMG6,3.8195700382096476,3.777201639416892,14.427286210193122
TAF8,3.967988414999077,3.6348509405273375,14.423046422260974
PLEC,3.819940203718129,3.772219560638246,14.409653156933972
CCNY,3.7730457803666386,3.818610556304672,14.407792446328846
SUMF1,3.6077876626288177,3.9920898778894864,14.402612609555073
TUBGCP3,3.989030877136925,3.6095339576621748,14.39854240918866
PSME3IP1,3.9228076361248605,3.667936517346915,14.388609379069706
IGSF11,3.801910748882708,3.783383639432913,14.384086925906972
UBE2J2,3.8828718571565997,3.7033472757085617,14.379622914126337
AANAT,3.839706070462462,3.742704625766796,14.370885671504704
IL1R1,3.7003864674581,3.881483493722974,14.362988993834481
ZNF669,3.632237668568523,3.9542655585411657,14.362832313256373
EEF1AKMT1,3.990960013405492,3.595928114677628,14.351205316759012
PACSIN1,3.688489741115524,3.8886907277124987,14.343395855538613
CTNNB1,3.6443260006661866,3.9332883645723777,14.334185055128899
SLC48A1,3.7063716483715523,3.8673142986468494,14.333704071846597
EIF3M,3.9830795226069817,3.595421882736961,14.32085127626263
C15orf39,3.935244645842089,3.6367274901883837,14.311412384150575
RNF216,3.8073117818912685,3.7565694983903946,14.302431310715122
TTLL3,3.8767653018835584,3.685411068483311,14.28747375347371
PCNX2,4.021773960526026,3.550978776203055,14.281233976514022
SACS,3.813461547271082,3.7405680560857375,14.2645124468335
BICRAL,3.838237201197969,3.7148592171113415,14.258510844329914
SGSM3,3.860157071121896,3.693638375034958,14.258024291558383
FZR1,3.9392189729716387,3.6177711392344762,14.25119271154167
TRIO,3.799163575509416,3.7485596496889526,14.241391281722606
SVBP,3.847393693051859,3.6977723763701813,14.22678611918802
MBTPS1,3.973935852366452,3.5758180237329635,14.210071446050577
UBR4,3.7338880094170683,3.803653785362731,14.202417261139745
MPP7,3.9566724739345833,3.588747266351858,14.199497524682378
EXOC4,3.8482973746936406,3.6873366173023356,14.189967823976307
NDUFC2-KCTD14,3.811496932436037,3.7208814190447432,14.182128114647286
NDUFC2,3.811496932436037,3.7208814190447432,14.182128114647286
TBXAS1,3.6605501892543755,3.8676460563417425,14.157712503510705
KIAA1614,3.7024312251666007,3.817432438905108,14.133781061766163
PIK3CD,3.651705574664108,3.868534594440784,14.126749344300366
RPL5,3.695954787230243,3.820831903439304,14.121621964718537
PLEKHM3,3.8391140233795134,3.677893653749149,14.119853102606875
TNRC6A,3.9968229052512565,3.5324180780761623,14.118449485378427
VARS1,3.658706779260367,3.858825660527061,14.118311604154222
SPAG8,3.8486491762860933,3.6664700237761094,14.110956836883576
SFXN5,3.9276432404747847,3.5894021690377595,14.097891166566686
WNT5B,3.8505445282135407,3.6605538526619954,14.095125607598641
MAP4K1,3.8422964374381694,3.666994256992287,14.089678969747691
KIF5C,3.5175952096908754,4.005158360122738,14.088525861621104
ZDHHC4,3.8308819112174417,3.6774803133196468,14.087992811154484
CCZ1B,3.8521626513127387,3.6529473174710043,14.07174722357486
COPS8,3.845657267103735,3.655681465512453,14.058497994064396
RCL1,3.9553842352298902,3.5530727444356214,14.053767919965658
CCDC113,3.8774148168361635,3.6237383770349982,14.050736875453333
AGFG1,3.8665664428447757,3.6337809528923404,14.050255493102036
LTA4H,3.7689701377665683,3.726267039209617,14.044189196124892
IPCEF1,3.7741178315259964,3.71928328474611,14.037013365456874
ACKR2,3.9946710527055034,3.51204642223,14.02947017864011
IGFLR1,3.990759712510436,3.51346689461871,14.021402134283498
PITX2,3.8071557977257418,3.67906469468741,14.006772482587259
IFT22,3.705394140968265,3.775517786986677,13.989781487021903
HCN3,3.806949184872469,3.6735644227002697,13.985073084575292
CPPED1,3.5220184079851578,3.9669203235936568,13.971566402707298
KANK2,3.672276714462346,3.8030690917686396,13.965922069193438
ARHGEF25,3.7056712518175576,3.7655016388954827,13.953711171926889
RMI2,3.8779259730963784,3.5922377445223193,13.930432051020254
LPCAT1,3.880179989371524,3.58734130970623,13.919529964967948
RALGDS,3.8973357425873094,3.571146619951173,13.917957363955566
PTK2,3.763445551272156,3.6972924710152553,13.914558901794399
PEX19,3.6353568308844926,3.8236796974819605,13.900440107355395
COG2,3.9484319746706387,3.5177629541864013,13.889647727621432
COX16,3.670885818854066,3.782756146491036,13.886065894337
TTC19,3.677712247885528,3.7754492665021893,13.885016008685534
REXO1,3.9252553077536483,3.5339718459720144,13.871741745853608
FIZ1,3.8682390826610895,3.583776944295918,13.862906039465205
FYN,3.759643658042072,3.684587400815476,13.852735653977627
TRIM68,3.641562811569134,3.80359676608163,13.851036533567486
ZNF587B,3.575781896880149,3.873114194268358,13.849411620414338
NEK10,3.667542867127172,3.7722721373968686,13.834969770372457
MYL9,3.494074490673925,3.957769083718998,13.828739995400465
PTPN3,3.8124282735539055,3.6258461905066355,13.823278532245217
RNF213,3.66681826088789,3.767670431028286,13.815362737501866
VPS8,3.802724874065647,3.629895895894,13.80349541358492
ARNT2,3.5384904293791775,3.8990776174929307,13.796848832905301
DNAH3,3.6799600229180363,3.7488612312186724,13.795659462352003
CCDC25,3.87333609225864,3.559967861651673,13.788952005816238
RFLNA,3.3607253677347133,4.099639716431697,13.77776319358475
HECTD4,3.758627325184072,3.6643892832754705,13.77307369023086
SEC16A,3.8523478542341665,3.5750199549883694,13.772220452443772
SF3B4,3.5615572162739313,3.8659168723559274,13.7686841342544
CLCN7,3.534356876284606,3.8946552848705727,13.76510168684049
GRB14,3.5083401901482167,3.9233706365191052,13.764518884947368
ZNF236,3.721952458006931,3.6980375319546708,13.763919881860572
TAP2,3.7660042819968274,3.653581551841935,13.75940376886134
COL17A1,3.8319667161938717,3.5895673532901875,13.755102623344127
RNF24,3.4713569322607665,3.9615842361123965,13.752072900763741
CERS2,3.654800465661631,3.7626208870210798,13.751628569992821
ACE,3.7871757404347246,3.6300089498628325,13.74748183248145
NOC2L,3.817651350177298,3.5999886768993408,13.743501632987753
WDR13,3.9205996505718668,3.504033928253735,13.737914194703558
GRB10,3.788689911280734,3.61946357022213,13.713025112748731
SORL1,3.857120486737879,3.554094306885827,13.708569962887786
NSD1,3.659253126618273,3.743057366203516,13.696794370391773
TEX14,4.000429202728673,3.421340280177634,13.686829569294508
BCAS1,3.71662576025059,3.681978744818881,13.684537051688988
IQGAP3,3.5342781809592063,3.8691967252792407,13.674817563993233
AIFM2,3.6744716818093464,3.719525420733912,13.667290828256755
VPS39,3.4264967902771666,3.9867275069203414,13.66050900617224
SMAD4,3.8110940492891157,3.5824352077422787,13.652997502190415
KIFC1,3.9217600486923962,3.480266874577223,13.648771587504504
TMX2-CTNND1,3.858439898677254,3.5336862001696963,13.634515824139974
COQ8A,3.8407490656083927,3.5483892821303615,13.628472819757022
DGKD,3.6075879976141696,3.777457101070599,13.627508899324708
NGDN,3.5157808788210847,3.874045080167827,13.620293616544942
OAS3,3.638629707106061,3.7399654480634386,13.608349382873858
SETMAR,3.7080624301534706,3.6686449618847154,13.603564552736524
SLC25A25,3.856525888433773,3.5266327346489503,13.60055044017167
CLUAP1,3.747010053992801,3.6267446088455886,13.589448512608609
LNX1,3.4998089738932574,3.881455381968368,13.584352377579176
FKBP1A,3.6382457104259123,3.729958487483282,13.570505467152774
PTGR1,3.5305278571186953,3.843548213198856,13.569754036877347
NDUFS5,3.9125488693196484,3.466833410304759,13.564155139607465
MAP4,3.7156725140563522,3.6496317574332497,13.560836407521906
MRC2,3.600322094312359,3.763509471288349,13.549846301633266
TTLL6,3.7288288802590652,3.632667649612788,13.545596044258984
PTBP2,3.485680668973318,3.885363619675688,13.543136861035745
FRMD3,3.7885557131951533,3.570277695767809,13.526195961994361
CCDC146,3.7487177527562885,3.608065771064423,13.525620209101508
ITSN2,3.821953315676308,3.5311606425953093,13.495931126152824
MCM3AP,3.891954467247037,3.465141167039975,13.486171644702843
DNAJC11,3.5499246016911434,3.7972688414759848,13.480018079590824
CENPM,3.6780860128767747,3.6618072923748626,13.468442183934156
ZNF678,3.871507924044854,3.478525491060297,13.467139002631958
ADAM8,3.50239302511485,3.844886317521816,13.46630302084793
RPL31,3.536113133927981,3.8066921081559113,13.460893960470113
CMAS,3.8476924962640084,3.497598452983511,13.45768332248926
POLK,3.701725976773089,3.633712257605933,13.451007056098668
PPP1R18,3.6079012731440967,3.726836122314649,13.446056790498432
UHMK1,3.6317516364106552,3.699848992273904,13.436932632163066
COMMD7,3.4141276373224967,3.934189636817173,13.431825569525266
MARCHF10,3.5445503645588694,3.783639306216359,13.411300082208463
STRIP1,3.528979910190353,3.7999573430401643,13.40997312316905
ZNF707,3.6744950012112763,3.646768097052719,13.400031143196975
RDH11,3.8176926435893774,3.508829972504361,13.395634373635817
ATXN7L1,3.8529454576283215,3.476658687479663,13.39537629764881
SARS1,3.817687032909202,3.5069799069221923,13.388551715329973
YPEL3,3.774396678689282,3.5471471859415322,13.388340557439752
TNK2,3.7174271974974427,3.599438260800487,13.380649686412625
SLC35E2B,3.6998586289132787,3.616393359056751,13.380144175050797
HEATR3,3.7495644971942736,3.5673509718062286,13.376012552916125
GRM8,3.5681732314962886,3.7483020987279536,13.374591212242443
NAGPA,3.562670586184046,3.7528466631884934,13.37015642140059
GGACT,3.635280955454569,3.6760578877780743,13.363503230588183
ADGRG7,3.7351867893975417,3.5775650771226313,13.36287381427845
PIEZO1,3.7681800943687884,3.5431512252660484,13.351231918385906
STARD13,3.670599247827463,3.6371397203629465,13.350482321807622
CAPN13,3.5090003225924846,3.802061488804585,13.34143499073175
LIMS1,3.555065846555542,3.751645467119773,13.337346668542418
SLC14A2,3.574107809260771,3.731357900763574,13.336275412265966
BOLA3,3.7533019642548173,3.552229045663328,13.332588254571183
USP46,3.7394349375523164,3.5609476277918852,13.315931970159017
SCARB1,3.5217674466390765,3.7790870054540235,13.30906559382473
RNF166,3.529653921236823,3.7686537079437104,13.30204333802721
THG1L,3.6495135629552933,3.642962786957054,13.295042100341183
ZNF589,3.7728237541188263,3.5233355449224275,13.292924037614533
TRIM59,3.821652266617984,3.4767948158860316,13.28710078869651
LTN1,3.422554824506122,3.882088532811289,13.28666083713317
KANK1,3.8186963298691445,3.479239751673375,13.28616007044995
GPC2,3.917192906086558,3.3906917354039474,13.281993612650663
ZSWIM8,3.6420856940609507,3.6443198255547387,13.272925101235613
NUP214,3.5838268466392273,3.7032630891986282,13.271853679238163
ZSCAN5A,3.6321379088177426,3.6531681738853425,13.26881061165544
ERMN,3.6976910134744925,3.587541370757065,13.26561948711636
TCIRG1,3.7797373187485412,3.5091857241711164,13.263800240069193
SHROOM3,3.4764027002368376,3.814684870574925,13.26138078461928
TRIM6,3.668153032234504,3.6141763645319216,13.257351990588045
HPS1,3.820619306850581,3.4696711470391612,13.256292572800222
CCR6,3.5539850609571646,3.729209156258344,13.253553630526827
CCL16,3.5437875575573683,3.736446273198787,13.241171812443461
POGZ,3.541975664992533,3.7380531515322124,13.240093297175742
CLTB,3.6716088472514103,3.6024788803029937,13.226893328956827
ASAH2B,3.78847402787474,3.4908557365154573,13.225016292846357
PVR,3.737277242241399,3.5383098055148166,13.223644712150115
NCR3LG1,3.6822011624935196,3.5911394899178255,13.223298004451802
GPI,3.7029785195542626,3.570411471314883,13.221156984249143
