group,tumor_variability,normal_variability,variability
THNSL2,3.4998610052770647,3.775824736237622,13.214861757118612
MED15,3.704187323168378,3.5666047865540254,13.21137223710508
BCAR1,3.6326532608871913,3.6343877487815925,13.20247050693991
WWP2,3.7110569239691955,3.554935100364722,13.192566518469627
ANK3,3.641290456410255,3.618059236376388,13.174404568144316
SYPL1,3.4814614836527986,3.7835294475439323,13.172212043890353
IGF2BP2,3.2872926384145673,4.005527481373827,13.167341002487424
TJP2,3.6490312053514558,3.608064743208193,13.165940838895082
UACA,3.209679242709651,4.09748614935007,13.151616240859216
DMAC1,3.7479519669460157,3.4991533217285915,13.114658574818359
ANKRD6,3.581421328747294,3.6588368029590823,13.103836164523218
SORBS1,3.645977995306973,3.5938054463146676,13.102935576677634
CNIH4,3.563932386335633,3.675779453232778,13.100229438403383
PSMF1,3.8364408035552513,3.4145559142013537,13.099741635262978
RMDN2,3.6019558719641758,3.634055217826981,13.089706530893945
SERPINA6,3.6301921580249292,3.605118396160816,13.087272530494404
C11orf74,3.6982852639514125,3.533760308258871,13.068853674370184
BTN2A2,3.6198921953763223,3.610272059906244,13.068795652839812
NDUFV1,3.48477460479244,3.7491801159892226,13.065047656992018
PDZRN3,3.6662121775775827,3.559559053884164,13.05009875015666
GLB1L2,3.7108632078298602,3.515905086388747,13.047042827301867
PHACTR2,3.6322633307691126,3.589287334561879,13.03723676892312
UBXN6,3.4311350564654046,3.797879490445304,13.031037459897851
ZMIZ2,3.7100152872888676,3.512079797675995,13.029869739556334
SLC18A1,3.5422719092111983,3.677790517050042,13.027734036509692
WDR91,3.7548179182019243,3.464488667451568,13.008524125954656
NELFA,3.6167341238228845,3.59667995906094,13.008235140405597
MMP24OS,3.4020565164597723,3.8204936207675226,12.99753521862514
RCC1L,3.660423906497533,3.5508024354578085,12.997442121999425
TTYH2,3.535818667576968,3.6731660580630594,12.98764911720947
MFSD13A,3.5127030850741314,3.696864984859268,12.985989037417683
VPS51,3.8054535425931038,3.4113951612175866,12.981905801440437
TBC1D13,3.6101539334700776,3.594084332329038,12.975197689580854
SLC25A20,3.2897419798296186,3.942971551580423,12.971359038508044
MB,3.6723995027787395,3.5297065993507015,12.962492760410353
TCTN3,3.6710531862828257,3.529186277425479,12.95583052872843
STK38L,3.4503336102698308,3.7496814307680673,12.93765186838373
MICAL2,3.515921930754879,3.67945979278146,12.936693378771139
MIGA1,3.5869673396783313,3.6058581205743727,12.934095310014165
RDH5,3.4695677385181485,3.7269971425128867,12.931069047212038
ZNF485,3.513270234007462,3.680582847194259,12.930882160846025
DOCK10,3.2896632902125367,3.9306750124464562,12.930597294200814
MYO1B,3.675837751712901,3.5171596129559832,12.928508084103537
TEAD1,3.78361471916204,3.4160079405008394,12.924857924453383
PPM1L,3.379958822330411,3.8225274146794272,12.919985258845587
BCL2L10,3.4931668759877352,3.69845610391123,12.919324354477363
SLC30A5,3.6020640184401804,3.5856967130089954,12.915909110968927
ADCY7,3.486079511635279,3.7027261313244004,12.907997703606553
RSAD1,3.859518903457663,3.344181687262514,12.906932438586615
